kepid,candidate_id,period,t0,duration_days,disposition
8395660,8395660_13570782_136,13.57078281,136.279194,0.13974583333333332,CONFIRMED
8395660,8395660_43844397_151,43.84439721,151.93538,0.28341666666666665,CONFIRMED
8395660,8395660_23980085_147,23.9800854,147.537,0.22295833333333334,CONFIRMED
8395660,8395660_6164876_135,6.164876,135.63916,0.13591666666666666,CONFIRMED
11656840,11656840_7442652_169,7.442652004,169.9717797,0.09615833333333333,FALSE POSITIVE
11754553,11754553_16384899_172,16.38489988,172.72782,0.1260375,CONFIRMED
11754553,11754553_7877416_176,7.8774163,176.3759,0.08668749999999999,CONFIRMED
11754553,11754553_36445400_151,36.4454001,151.60125,0.16695833333333332,CONFIRMED
11812062,11812062_3728732_171,3.728732147,171.793255,0.11179166666666666,CONFIRMED
11818800,11818800_40419503_173,40.4195037,173.56469,0.14008333333333334,CANDIDATE
11853255,11853255_2243380_170,2.243380573,170.679233,0.04665,CONFIRMED
11909839,11909839_10405998_177,10.405998015,177.197466,0.2709833333333333,FALSE POSITIVE
11918099,11918099_2337437_171,2.337437946,171.761982,0.08325833333333334,CONFIRMED
11918099,11918099_7240661_137,7.2406612,137.75545,0.023250000000000003,CANDIDATE
11923270,11923270_11598222_180,11.59822233,180.395376,0.10515416666666666,CONFIRMED
11960862,11960862_6575315_173,6.575315881,173.634044,0.17951666666666666,CONFIRMED
12020329,12020329_7275040_169,7.275040844,169.994217,0.31407083333333335,CONFIRMED
12066335,12066335_19271538_186,19.27153892,186.77093,0.114975,CONFIRMED
12066335,12066335_10065243_136,10.06524317,136.28906,0.057041666666666664,CONFIRMED
12070811,12070811_12393565_178,12.3935651,178.74725,0.16206666666666666,CONFIRMED
3120431,3120431_3341913_171,3.341913228,171.63943,0.15887500000000002,FALSE POSITIVE
3246984,3246984_1626630_169,1.626630225,169.820171,0.08810416666666666,FALSE POSITIVE
3342970,3342970_2711504_170,2.711504086,170.03417,0.1254125,CONFIRMED
3342970,3342970_7212037_172,7.21203748,172.81782,0.16871250000000002,CONFIRMED
12459725,12459725_14179818_171,14.1798187,171.50237,0.104375,FALSE POSITIVE
12470844,12470844_8472379_174,8.47237911,174.16212,0.11352083333333333,CONFIRMED
12470844,12470844_60418936_181,60.4189369,181.16367,0.20995833333333333,CONFIRMED
12644822,12644822_12611904_180,12.611904345,180.892284,0.21457083333333335,CONFIRMED
2440757,2440757_1433769_170,1.433769925,170.403536,0.07861666666666667,FALSE POSITIVE
2445129,2445129_10318723_173,10.31872301,173.31543,0.15983333333333333,FALSE POSITIVE
2713049,2713049_2539183_169,2.539183147,169.67494,0.101175,CONFIRMED
3114167,3114167_6770300_170,6.770300385,170.57662,0.08685,CONFIRMED
3114661,3114661_444291_169,0.444291966,169.865406,0.08663333333333334,FALSE POSITIVE
3115833,3115833_10181584_177,10.181584004,177.141891,0.14620416666666666,CANDIDATE
4139816,4139816_20060363_147,20.06036336,147.46554,0.13834583333333333,CONFIRMED
4139816,4139816_46184203_165,46.1842039,165.23729,0.19825,CONFIRMED
4139816,4139816_7825021_136,7.82502168,136.54995,0.09108333333333334,CONFIRMED
4139816,4139816_3340218_171,3.340218842,171.979062,0.0796,CONFIRMED
4275191,4275191_3895936_170,3.895936525,170.527552,0.09629583333333334,CONFIRMED
4476123,4476123_22366464_175,22.36646466,175.45862,0.21783333333333332,CONFIRMED
3351888,3351888_1625522_170,1.625522174,170.8266564,0.09956791666666666,CONFIRMED
3453214,3453214_19620346_181,19.620346923,181.881819,0.08349166666666667,CANDIDATE
3554600,3554600_7544039_171,7.544039,171.7982,0.25925000000000004,FALSE POSITIVE
3641726,3641726_9029306_177,9.02930689,177.20422,0.1310375,CONFIRMED
3734868,3734868_10328035_174,10.328035714,174.581054,0.32464583333333336,FALSE POSITIVE
3832474,3832474_143206304_154,143.2063047,154.23552,0.37209166666666665,CONFIRMED
3832474,3832474_60324942_243,60.32494216,243.892578,0.2757833333333333,CONFIRMED
3832474,3832474_29159861_150,29.1598615,150.69922,0.200125,CONFIRMED
3836375,3836375_1540397_170,1.540397253,170.50479,0.08975416666666668,FALSE POSITIVE
3838486,3838486_2990254_171,2.99025443,171.9834,0.22558333333333333,FALSE POSITIVE
3935914,3935914_1594745_170,1.594745374,170.6483505,0.08168333333333333,CONFIRMED
3940418,3940418_4783002_170,4.783002698,170.508434,0.09729166666666667,CONFIRMED
4049131,4049131_20505889_181,20.50588921,181.43428,0.16914583333333333,CONFIRMED
5287983,5287983_2507089_171,2.507089906,171.002455,0.08361249999999999,FALSE POSITIVE
5358241,5358241_18649327_174,18.64932728,174.771,0.18356666666666666,CONFIRMED
5358241,5358241_9751921_138,9.75192101,138.78608,0.19970833333333335,CONFIRMED
5358241,5358241_38557654_163,38.5576546,163.85063,0.24141666666666664,CONFIRMED
5358624,5358624_3525632_170,3.525632539,170.0479951,0.10831625,CONFIRMED
4544670,4544670_34843986_172,34.84398644,172.633252,0.12214583333333334,CANDIDATE
4664847,4664847_7748094_174,7.748094239,174.997206,0.14982083333333332,CONFIRMED
4725681,4725681_23967936_186,23.96793669,186.22182,0.15945833333333334,CONFIRMED
4725681,4725681_8295617_135,8.29561738,135.79284,0.055920833333333336,CONFIRMED
4913852,4913852_8114374_176,8.11437482,176.33968,0.09473333333333334,CONFIRMED
4932348,4932348_38036729_196,38.036729482,196.934947,0.18109041666666667,FALSE POSITIVE
4936180,4936180_4640900_173,4.64090031,173.64638,1.4796666666666667,CANDIDATE
11913073,11913073_3747838_171,3.747838198,171.66504,0.21100833333333333,FALSE POSITIVE
5077629,5077629_7919369_172,7.91936937,172.181092,0.13811666666666667,FALSE POSITIVE
5115978,5115978_1028436_170,1.028436523,170.228582,0.077525,CANDIDATE
5283542,5283542_5975817_174,5.97581754,174.77602,0.12770833333333334,FALSE POSITIVE
5649215,5649215_2446737_170,2.446737317,170.66951,0.19671249999999998,FALSE POSITIVE
5370302,5370302_3904342_173,3.9043425,173.393734,0.159625,FALSE POSITIVE
5372966,5372966_9286358_171,9.286358079,171.8214689,0.14581208333333334,FALSE POSITIVE
5376067,5376067_3951405_173,3.951405455,173.276125,0.09109166666666667,FALSE POSITIVE
5481416,5481416_2384052_171,2.384052875,171.58362,0.128825,FALSE POSITIVE
5534814,5534814_4859386_173,4.859386384,173.011469,0.09482083333333334,FALSE POSITIVE
6428700,6428700_8203969_169,8.20396958,169.69138,0.1236125,CONFIRMED
6428700,6428700_14496451_143,14.49645186,143.41659,0.16733333333333333,CONFIRMED
5794379,5794379_12718098_175,12.71809866,175.35526,0.1289875,CONFIRMED
5794379,5794379_36065881_198,36.06588163,198.58423,0.18019166666666667,CONFIRMED
5881688,5881688_4190425_171,4.190425659,171.44122,0.11912083333333334,CONFIRMED
6022556,6022556_3709870_171,3.709870784,171.987982,0.12789166666666665,CONFIRMED
6032497,6032497_16329752_177,16.3297527,177.29506,0.26129166666666664,CONFIRMED
6061119,6061119_27807566_186,27.807566216,186.713552,0.17566125,CONFIRMED
6191521,6191521_80872346_203,80.8723469,203.895,0.46645833333333336,CONFIRMED
6267425,6267425_3166465_172,3.166465862,172.002627,0.12242083333333333,FALSE POSITIVE
3531558,3531558_24993243_138,24.99324319,138.68167,0.2475375,CONFIRMED
6276477,6276477_10355331_170,10.35533116,170.93729,0.13239583333333335,CONFIRMED
6863998,6863998_16085189_180,16.08518937,180.28319,0.166,CONFIRMED
6867155,6867155_235998639_208,235.9986399,208.399822,0.34285000000000004,CANDIDATE
6948054,6948054_7490183_174,7.49018305,174.95037,0.11373749999999999,CONFIRMED
6948054,6948054_36276123_201,36.2761238,201.2869,0.19943750000000002,CONFIRMED
6948054,6948054_17460879_137,17.46087931,137.26594,0.0943375,CONFIRMED
6948054,6948054_3219814_133,3.219814777,133.00406,0.08600833333333334,CONFIRMED
6435936,6435936_56056075_201,56.0560754,201.16578,0.19520833333333332,CONFIRMED
6522242,6522242_41408316_195,41.408316686,195.78745,0.20943333333333333,CONFIRMED
6526710,6526710_39748930_172,39.74893077,172.854644,0.3043791666666667,CANDIDATE
6587280,6587280_5715425_174,5.715425977,174.87931,0.105175,CONFIRMED
6587280,6587280_20026141_146,20.0261412,146.91109,0.067125,CONFIRMED
9471974,9471974_49183941_141,49.18394185,141.911924,0.47235,CONFIRMED
9471974,9471974_190320046_312,190.3200468,312.68498,0.6368333333333334,CONFIRMED
6599919,6599919_13610148_173,13.61014819,173.987319,0.10808333333333332,CANDIDATE
6675056,6675056_10443319_175,10.44331991,175.4046,0.11429166666666667,FALSE POSITIVE
6685526,6685526_2237489_170,2.237489571,170.81914,0.07549583333333333,CONFIRMED
6756669,6756669_5851520_173,5.851520671,173.8228336,0.12960750000000001,FALSE POSITIVE
6784235,6784235_3167893_172,3.167893418,172.147959,0.09089166666666666,CONFIRMED
6849310,6849310_4311780_173,4.311780262,173.576483,0.11354583333333333,CONFIRMED
6849310,6849310_20050449_188,20.0504494,188.08821,0.18983333333333333,CONFIRMED
6849310,6849310_9767345_186,9.76734503,186.57718,0.06910416666666667,CONFIRMED
6862328,6862328_119020704_222,119.0207044,222.236492,0.3391875,CANDIDATE
6862603,6862603_2861159_171,2.861159894,171.648106,0.07846666666666667,FALSE POSITIVE
7366258,7366258_26444393_194,26.44439337,194.12074,0.1657625,CONFIRMED
7366258,7366258_51539979_174,51.53997972,174.055011,0.26664166666666667,CONFIRMED
7366258,7366258_5902245_136,5.902245782,136.78393,0.12084583333333333,CONFIRMED
7366258,7366258_2382951_135,2.382951591,135.080841,0.07865,CONFIRMED
7373451,7373451_21022506_207,21.02250608,207.67593,0.17113333333333333,CONFIRMED
7373451,7373451_226890477_207,226.8904775,207.35971,0.3149166666666667,CONFIRMED
6949607,6949607_5912273_172,5.912273234,172.184012,0.09689166666666667,CONFIRMED
6949607,6949607_8985819_175,8.98581901,175.68418,0.11919166666666665,CONFIRMED
7031517,7031517_12940668_179,12.940668656,179.423014,0.10352083333333334,CANDIDATE
11869052,11869052_20545237_137,20.5452375,137.91394,0.104875,FALSE POSITIVE
7109675,7109675_33601233_186,33.60123371,186.680343,0.18356666666666666,CONFIRMED
7109675,7109675_6766529_138,6.76652928,138.0637,0.12085,CONFIRMED
7118364,7118364_4347288_172,4.347288783,172.23343,0.0876,CONFIRMED
7134976,7134976_4601811_169,4.601811819,169.98108,0.09419583333333333,CONFIRMED
7134976,7134976_11187199_137,11.18719905,137.17814,0.13549999999999998,CONFIRMED
7135852,7135852_4220965_170,4.220965778,170.622433,0.12855833333333333,CONFIRMED
7270230,7270230_6998099_171,6.998099523,171.898913,0.08536666666666666,FALSE POSITIVE
7287995,7287995_5954899_170,5.95489993,170.955871,0.09955000000000001,CONFIRMED
7287995,7287995_12039874_181,12.03987488,181.22536,0.1140125,CONFIRMED
7287995,7287995_20837628_132,20.83762895,132.08488,0.09889166666666667,CONFIRMED
3247396,3247396_8811102_136,8.8111022,136.4568,0.21117916666666667,FALSE POSITIVE
7303253,7303253_23589171_173,23.58917143,173.81994,0.211375,CONFIRMED
5094751,5094751_6481633_122,6.481633073,122.977657,0.15766666666666665,CONFIRMED
5094751,5094751_21222611_137,21.22261195,137.57403,0.2712208333333333,CONFIRMED
7678434,7678434_10371689_172,10.37168928,172.61729,0.12645833333333334,CONFIRMED
7678434,7678434_3969962_137,3.96996298,137.75447,0.048987499999999996,CONFIRMED
7685981,7685981_4408413_172,4.40841331,172.18582,0.20883333333333332,CONFIRMED
7708215,7708215_7942617_174,7.9426176,174.52563,0.27929166666666666,FALSE POSITIVE
7377033,7377033_1956811_170,1.956811408,170.694208,0.09149166666666668,FALSE POSITIVE
7380537,7380537_2688899_170,2.688899233,170.1020904,0.08803125,CANDIDATE
7434875,7434875_9439459_177,9.439459486,177.186096,0.12074583333333333,CONFIRMED
7434875,7434875_20477488_178,20.47748843,178.66786,0.11818333333333332,CONFIRMED
7434875,7434875_3336123_135,3.336123113,135.31623,0.08173333333333334,CONFIRMED
8349582,8349582_11523067_131,11.523067458,131.969055,0.1614875,CONFIRMED
7455287,7455287_8010784_170,8.01078456,170.20739,0.09633333333333333,CONFIRMED
7455287,7455287_12071342_143,12.07134205,143.45948,0.1801,CONFIRMED
7455287,7455287_20995878_152,20.99587872,152.31554,0.10972083333333334,CONFIRMED
7458762,7458762_7411131_175,7.41113177,175.34754,0.105175,CONFIRMED
7552344,7552344_1000747_169,1.000747038,169.974229,0.041529166666666666,FALSE POSITIVE
757450,757450_8884922_169,8.884922995,169.991686,0.08625166666666667,CONFIRMED
7585481,7585481_8098889_176,8.09888906,176.623731,0.17510041666666668,CONFIRMED
7663691,7663691_10006530_176,10.00653012,176.96898,0.22266666666666668,CONFIRMED
5812701,5812701_17855221_146,17.855221681,146.596466,0.3088695833333333,CONFIRMED
8013419,8013419_12732624_176,12.732624065,176.939054,0.0920125,CANDIDATE
8018547,8018547_83924940_236,83.92494032,236.76334,0.2829333333333333,CANDIDATE
8039892,8039892_5007316_173,5.007316661,173.433997,0.17650833333333335,CONFIRMED
8150320,8150320_2211116_170,2.211116989,170.150139,0.0686875,CONFIRMED
8150320,8150320_27954133_178,27.9541337,178.73791,0.16458333333333333,CONFIRMED
8150320,8150320_42140608_139,42.1406089,139.0604,0.21179166666666668,CONFIRMED
8150320,8150320_4617490_135,4.617490562,135.04909,0.09424166666666667,CONFIRMED
8150320,8150320_10198492_137,10.19849255,137.92067,0.10117916666666667,CONFIRMED
11086270,11086270_12691043_137,12.69104387,137.12594,0.15719583333333334,CONFIRMED
11086270,11086270_31719810_142,31.71981013,142.82083,0.20079166666666667,CONFIRMED
7767559,7767559_4409409_171,4.409409243,171.89433,0.16098333333333334,FALSE POSITIVE
7825899,7825899_16239470_175,16.23947096,175.569907,0.16822499999999999,CONFIRMED
7825899,7825899_6308201_174,6.308201629,174.047661,0.12410416666666667,CONFIRMED
7849854,7849854_2052349_169,2.052349884,169.890622,0.086575,CONFIRMED
7870390,7870390_9770448_175,9.7704486,175.71372,0.10215416666666667,CONFIRMED
7870390,7870390_5169804_172,5.169804269,172.63153,0.08970833333333333,CONFIRMED
7870390,7870390_20090170_147,20.09017037,147.97788,0.17308333333333334,CONFIRMED
7907423,7907423_7113732_174,7.11373257,174.32351,0.09068333333333334,CONFIRMED
7907423,7907423_3306551_134,3.306551643,134.37211,0.0757375,CONFIRMED
7907423,7907423_15368457_147,15.36845737,147.38965,0.102975,CONFIRMED
7938496,7938496_13810203_172,13.81020318,172.33533,0.127,CONFIRMED
8490993,8490993_4093578_171,4.093578461,171.00954,0.1076375,CONFIRMED
8490993,8490993_105145959_178,105.145959,178.367,0.35804166666666665,CONFIRMED
8505670,8505670_10848451_171,10.8484518,171.80584,0.12497083333333332,CONFIRMED
8505670,8505670_6668332_137,6.66833241,137.43988,0.07979166666666666,CONFIRMED
8544996,8544996_4082274_169,4.082274889,169.6375652,0.13458958333333335,CONFIRMED
8552202,8552202_3886655_169,3.886655224,169.73814,0.13185833333333333,CANDIDATE
8180063,8180063_5795063_172,5.795063956,172.697467,0.1354,FALSE POSITIVE
8226994,8226994_7156815_174,7.15681552,174.13511,0.10784166666666667,CONFIRMED
8226994,8226994_17648308_133,17.64830851,133.54533,0.08697083333333333,CONFIRMED
8226994,8226994_4148107_133,4.14810719,133.3881,0.10562500000000001,CONFIRMED
8247638,8247638_16514109_176,16.51410989,176.11686,0.17322916666666666,CONFIRMED
8247638,8247638_30132929_190,30.1329298,190.38336,0.2155,CONFIRMED
8247638,8247638_4790908_136,4.79090809,136.31106,0.10845833333333334,CONFIRMED
8247638,8247638_99641596_198,99.6415962,198.68664,0.18533333333333335,CONFIRMED
8255887,8255887_4708326_171,4.708326451,171.446507,0.13171416666666666,CONFIRMED
8256049,8256049_16371986_172,16.37198661,172.75926,0.16020416666666668,FALSE POSITIVE
8414716,8414716_5392026_171,5.392026903,171.72707,0.12418333333333333,CONFIRMED
9140402,9140402_2494170_170,2.494170338,170.852848,0.04675416666666667,CANDIDATE
9159275,9159275_3044770_172,3.044770796,172.01916,0.417225,FALSE POSITIVE
9166862,9166862_3855603_170,3.855603916,170.6787843,0.13407916666666667,CONFIRMED
9166870,9166870_3855599_170,3.855599139,170.67957,0.132625,FALSE POSITIVE
11449844,11449844_38478766_151,38.47876629,151.852812,0.21007041666666668,CONFIRMED
8605074,8605074_37601661_194,37.601661282,194.713383,0.346085,FALSE POSITIVE
8628973,8628973_3314947_171,3.314947362,171.313058,0.07502916666666666,CONFIRMED
8655354,8655354_6719690_173,6.71969089,173.35776,0.1259625,FALSE POSITIVE
8672910,8672910_39643155_206,39.6431552,206.596798,0.27205,CONFIRMED
8686150,8686150_51425985_173,51.42598578,173.535933,0.705925,FALSE POSITIVE
5897826,5897826_33803643_202,33.80364366,202.259731,0.47838749999999997,FALSE POSITIVE
8951215,8951215_39475909_173,39.4759093,173.31207,0.12366666666666666,CANDIDATE
9016295,9016295_19974485_171,19.974485239,171.6300909,0.17644958333333335,FALSE POSITIVE
9097120,9097120_23899634_188,23.899634407,188.982797,0.15911708333333333,FALSE POSITIVE
9171801,9171801_3187067_171,3.187067566,171.64976,0.12995833333333334,FALSE POSITIVE
9406990,9406990_20834267_176,20.83426731,176.58569,0.16855833333333334,CONFIRMED
9415172,9415172_9946023_171,9.94602357,171.70192,0.14109166666666667,CONFIRMED
9415172,9415172_1045621_133,1.04562195,133.91912,0.07897916666666667,CONFIRMED
9415172,9415172_5714623_132,5.71462396,132.63866,0.09733333333333333,CONFIRMED
9904059,9904059_102964195_158,102.9641952,158.07473,0.655625,FALSE POSITIVE
2860866,2860866_90124050_356,90.1240507,356.23415,0.48537499999999995,CANDIDATE
7626506,7626506_28574269_143,28.5742692,143.8315,0.20594583333333336,CONFIRMED
10460629,10460629_856672115_228,856.672115,228.44988,0.9643333333333333,CANDIDATE
10319385,10319385_689210_133,0.689210173,133.28584,0.06737083333333334,CANDIDATE
10482160,10482160_7343739_137,7.34373964,137.29874,0.0491,CONFIRMED
10485069,10485069_445277_133,0.445277068,133.52312,0.14745833333333333,FALSE POSITIVE
3233043,3233043_379463_170,0.379463865,170.2480164,0.036206666666666665,FALSE POSITIVE
6579806,6579806_9880479_173,9.88047978,173.608672,0.11602416666666666,FALSE POSITIVE
3560301,3560301_4648415_261,4.6484156,261.09395,1.5914125,FALSE POSITIVE
4044005,4044005_17512014_174,17.512014768,174.282592,0.07603333333333333,FALSE POSITIVE
11502218,11502218_3988602_171,3.9886021,171.01852,0.0724,CANDIDATE
11180361,11180361_533059_171,0.533059312,171.2274419,0.0775875,CANDIDATE
5802246,5802246_525154_133,0.525154153,133.744359,0.0893375,FALSE POSITIVE
6066403,6066403_1303861_134,1.303861044,134.212059,0.16892083333333333,FALSE POSITIVE
6209637,6209637_734524_133,0.73452496,133.43108,0.2791666666666667,FALSE POSITIVE
5988031,5988031_2555491_134,2.55549176,134.50078,0.37845833333333334,FALSE POSITIVE
7684873,7684873_2947376_171,2.947376671,171.522978,0.08712916666666666,FALSE POSITIVE
8559644,8559644_224778935_142,224.7789355,142.095338,0.4662458333333333,CONFIRMED
8559644,8559644_3341799_141,3.341799486,141.35472,0.12189166666666666,CONFIRMED
2851100,2851100_890110_133,0.890110752,133.2647,0.03655833333333333,FALSE POSITIVE
3130300,3130300_5765733_133,5.76573396,133.30941,0.12183333333333334,FALSE POSITIVE
3228959,3228959_730945_133,0.73094589,133.68876,0.18000000000000002,FALSE POSITIVE
10341913,10341913_933749_134,0.933749106,134.31831,0.17733333333333334,FALSE POSITIVE
10480921,10480921_2037440_133,2.037440623,133.59962,0.14341666666666666,FALSE POSITIVE
10287723,10287723_129995778400_393,129995.7784,393.59962,0.39199999999999996,CANDIDATE
10350571,10350571_31592580_142,31.5925809,142.9649,0.56525,CONFIRMED
10350571,10350571_17157236_133,17.157236,133.68951,0.4701666666666667,CONFIRMED
3749365,3749365_1973760_178,1.97376085,178.6894194,0.07605916666666666,CONFIRMED
11013201,11013201_13118962_261,13.118962443,261.539434,0.17935416666666668,CANDIDATE
11013201,11013201_7821873_123,7.82187328,123.49907,0.16007083333333333,CANDIDATE
11673674,11673674_4618767_133,4.618767792,133.386535,0.24982083333333335,FALSE POSITIVE
9414417,9414417_53505761_172,53.5057611,172.98304,0.44006666666666666,CANDIDATE
3632418,3632418_2785821_260,2.785821236,260.83731,0.14832916666666665,CONFIRMED
3441784,3441784_52569018_184,52.56901867,184.971267,0.2812791666666667,FALSE POSITIVE
5820218,5820218_3411758_133,3.411758679,133.18086,0.13158333333333333,FALSE POSITIVE
5876368,5876368_525426_133,0.525426427,133.187901,0.04500416666666667,FALSE POSITIVE
5809890,5809890_1269091_133,1.269091415,133.343682,0.06102916666666666,CONFIRMED
5809890,5809890_2853133_133,2.853133997,133.79678,0.06104166666666667,CONFIRMED
6131236,6131236_6796853_138,6.79685353,138.11324,0.13209166666666666,CONFIRMED
9048161,9048161_8667822_137,8.667822346,137.341841,0.20690833333333333,FALSE POSITIVE
3235672,3235672_6721078_134,6.7210783,134.7775984,0.31083333333333335,FALSE POSITIVE
2837111,2837111_8734885_135,8.7348852,135.0818,0.18708333333333335,CONFIRMED
3120276,3120276_10265476_136,10.26547688,136.49663,0.15554166666666666,FALSE POSITIVE
2307199,2307199_13447179_132,13.4471791,132.830555,0.12689166666666665,CANDIDATE
3547091,3547091_3305577_180,3.305577989,180.68154,0.10792916666666667,FALSE POSITIVE
3869825,3869825_4800653_134,4.800653901,134.365782,0.37674583333333334,FALSE POSITIVE
3655332,3655332_15066499_140,15.06649901,140.654788,0.24952083333333333,FALSE POSITIVE
4042026,4042026_34820081_163,34.82008158,163.015559,0.46546249999999995,FALSE POSITIVE
3344419,3344419_651784_133,0.651784374,133.111707,0.08392083333333333,FALSE POSITIVE
11192141,11192141_1353771_261,1.353771892,261.43662,0.29216666666666663,FALSE POSITIVE
11494130,11494130_18954916_262,18.95491633,262.46677,1.010375,FALSE POSITIVE
5648449,5648449_4348866_262,4.348866254,262.72768,0.13665416666666666,FALSE POSITIVE
12167361,12167361_47930945_179,47.93094546,179.096467,0.11207083333333334,FALSE POSITIVE
8607720,8607720_3997514_261,3.99751422,261.7243,0.15358333333333332,FALSE POSITIVE
1433962,1433962_1592633_133,1.592633181,133.9243804,0.23168750000000002,FALSE POSITIVE
9032900,9032900_67592375_151,67.5923754,151.75056,0.510375,CONFIRMED
5956342,5956342_17029027_143,17.02902786,143.33395,0.19354166666666664,CONFIRMED
5956342,5956342_6846192_132,6.84619236,132.17265,0.14704166666666665,CONFIRMED
5956342,5956342_67832163_125,67.8321638,125.881,0.3065833333333333,CONFIRMED
5956342,5956342_43131214_166,43.1312147,166.26105,0.13325,CONFIRMED
5956656,5956656_1224866_133,1.224866441,133.20824,0.07119166666666667,CONFIRMED
3109930,3109930_37810264_158,37.8102649,158.35799,0.363875,CONFIRMED
2854914,2854914_25934064_149,25.93406406,149.76273,0.19225833333333334,CONFIRMED
2854914,2854914_83446348_158,83.4463485,158.68061,0.2723333333333333,CONFIRMED
3337425,3337425_7047100_139,7.04710032,139.79737,0.12191666666666667,FALSE POSITIVE
3116412,3116412_12992048_136,12.99204853,136.32016,0.25072916666666667,CONFIRMED
3865567,3865567_11116202_133,11.11620211,133.100575,0.17545833333333336,FALSE POSITIVE
3544689,3544689_1922861_134,1.922861499,134.658644,0.14889166666666667,FALSE POSITIVE
4037164,4037164_635445_134,0.635445336,134.184037,0.07746666666666667,FALSE POSITIVE
3443790,3443790_1665784_133,1.665784138,133.863028,0.07894166666666667,FALSE POSITIVE
3966912,3966912_55663916_156,55.6639167,156.35017,0.9810833333333333,FALSE POSITIVE
